"Trial","Age.Group","Control","Screen","Incidence","Prevalence"
"withoutER",0,0,0,NA,NA
"withoutER",5,0.00200263835889618,0,NA,NA
"withoutER",10,0.00801797840803999,0.0100226516279055,NA,NA
"withoutER",15,0.0924032432997968,0.0703038440640314,NA,NA
"withoutER",20,0.615506742654788,0.518641937914054,NA,NA
"withoutER",25,2.12332785089752,1.71575837197714,NA,NA
"withoutER",30,5.44216760751307,4.44302254649526,NA,NA
"withoutER",35,12.1594338106808,10.1443605865232,NA,NA
"withoutER",40,26.7268452117205,21.9967950017244,NA,NA
"withoutER",45,41.9558550062307,35.1515410184233,NA,NA
"withoutER",50,57.1778264429131,48.9509483292583,NA,NA
"withoutER",55,72.8059777270338,63.3740738369003,NA,NA
"withoutER",60,90.3259757134554,79.4383126171364,NA,NA
"withoutER",65,103.755725914597,92.5178792609405,NA,NA
"withoutER",70,96.4300596837505,88.7810150314503,NA,NA
"withoutER",75,61.6755589759053,61.8511774412159,NA,NA
"withoutER",80,43.1981094119265,48.3178854011797,NA,NA
"withoutER",85,32.7031863760722,37.4060003472926,NA,NA
"withoutER",90,15.9955668640808,23.2287323278137,NA,NA
"withoutER",95,8.3750019651936,15.5126736613936,NA,NA
"withoutER",100,5.17893915501363,11.4458238674687,NA,NA
"withoutER",105,3.57924350945012,8.6364567418182,NA,NA
"withoutER",110,2.65932175688988,7.00708351861089,NA,NA
"withoutER",115,2.27075493067553,5.57759107995362,NA,NA
"withoutER",120,NA,NA,NA,NA
"withoutER",125,NA,NA,NA,NA
"withER",0,0,0,NA,NA
"withER",5,0.00200263641691174,0,NA,NA
"withER",10,0.00801797534099752,0.0100226393984316,NA,NA
"withER",15,0.0763317417111119,0.0602597086814119,NA,NA
"withER",20,0.603396635755309,0.498458791800309,NA,NA
"withER",25,2.00716486074217,1.6342435912534,NA,NA
"withER",30,5.21206519069992,4.22330464870576,NA,NA
"withER",35,11.734287943557,9.73419666964124,NA,NA
"withER",40,25.6287189737342,21.0861156700556,NA,NA
"withER",45,40.6368438885944,33.8369534143415,NA,NA
"withER",50,55.6799569060734,47.241957462952,NA,NA
"withER",55,71.0751469838448,61.5969108750379,NA,NA
"withER",60,88.3523920895057,77.1925018936652,NA,NA
"withER",65,101.769738589421,90.3428106167643,NA,NA
"withER",70,95.6960826267865,87.1784683368927,NA,NA
"withER",75,62.7935262211188,62.2129952373982,NA,NA
"withER",80,44.4490638420053,48.9925023130797,NA,NA
"withER",85,34.1004597578666,38.2199648494763,NA,NA
"withER",90,17.70070592674,24.5243813997391,NA,NA
"withER",95,9.18207142928777,16.0295567151131,NA,NA
"withER",100,5.93113538865396,12.1550017804089,NA,NA
"withER",105,3.91333677634996,8.97590065355842,NA,NA
"withER",110,2.79850477828463,7.71066202153713,NA,NA
"withER",115,2.54968413741712,6.17989074718847,NA,NA
"withER",120,NA,NA,NA,NA
"withER",125,NA,NA,NA,NA
"Historical",0,NA,NA,0,0
"Historical",5,NA,NA,0.00200263835889618,1.00099098107126e-05
"Historical",10,NA,NA,0.0360803107329225,0.000180283849385334
"Historical",15,NA,NA,0.34752298197983,0.00187577039958901
"Historical",20,NA,NA,1.52559175249664,0.00902431306594097
"Historical",25,NA,NA,5.2084801528707,0.0318321765058696
"Historical",30,NA,NA,9.86277550767476,0.0699367696598297
"Historical",35,NA,NA,26.2006698989602,0.172021923723412
"Historical",40,NA,NA,46.5060722758729,0.340391158523037
"Historical",45,NA,NA,62.0128831729569,0.511752209456722
"Historical",50,NA,NA,78.7664458297229,0.688570540031284
"Historical",55,NA,NA,97.5503488742848,0.879380107522576
"Historical",60,NA,NA,114.150996808403,1.06784917375693
"Historical",65,NA,NA,119.848522036097,1.18868130536544
"Historical",70,NA,NA,67.9463289665741,1.0068884799017
"Historical",75,NA,NA,30.2514691359458,0.67228293687976
"Historical",80,NA,NA,30.6830181496021,0.553122928235296
"Historical",85,NA,NA,11.8254150193512,0.397181039252646
"Historical",90,NA,NA,0,0.234198317515106
"Historical",95,NA,NA,0,0.154381944583622
"Historical",100,NA,NA,0,0.112564466317291
"Historical",105,NA,NA,0,0.0866960246476564
"Historical",110,NA,NA,0,0.0688143348709628
"Historical",115,NA,NA,0,0.0555264495032813
"Historical",120,NA,NA,NA,NA
"Historical",125,NA,NA,NA,NA
